"","gene_id","Teso_resistant","teso_susceptible","Teso_resistant.1","teso_susceptible.1"
"6644","AFUN009881",423,106,423,106
"6645","AFUN009882",8820,6344,8820,6344
"6646","AFUN009883",1147,458,1147,458
"6647","AFUN009884",64,8,64,8
"6648","AFUN009885",259,80,259,80
"6649","AFUN009886",1,7,1,7
"6650","AFUN009887",2170,481,2170,481
"6651","AFUN009892",3,2,3,2
"6652","AFUN009893",13,12,13,12
"6653","AFUN009894",0,0,0,0
"6654","AFUN009895",15,0,15,0
"6655","AFUN009896",3,0,3,0
"6656","AFUN009897",9,0,9,0
"6657","AFUN009898",4,5,4,5
"6658","AFUN009899",768,114,768,114
"6659","AFUN009900",178,69,178,69
"6660","AFUN009901",0,0,0,0
"6661","AFUN009902",0,11,0,11
"6662","AFUN009903",20,20,20,20
"6663","AFUN009904",285,254,285,254
"6664","AFUN009907",3471,710,3471,710
"6665","AFUN009908",9877,4153,9877,4153
"6666","AFUN009909",348,188,348,188
"6667","AFUN009910",541,588,541,588
"6668","AFUN009914",89,23,89,23
"6669","AFUN009917",26,196,26,196
"6670","AFUN009918",9,9,9,9
"6671","AFUN009919",145,1276,145,1276
"6672","AFUN009920",0,18,0,18
"6673","AFUN009922",0,2,0,2
"6674","AFUN009923",3,0,3,0
"6675","AFUN009924",6,0,6,0
"6676","AFUN009925",13,5,13,5
"6677","AFUN009926",140,128,140,128
"6678","AFUN009927",0,2,0,2
"6679","AFUN009928",13,22,13,22
"6680","AFUN009930",0,0,0,0
"6681","AFUN009931",0,4,0,4
"6682","AFUN009932",0,1,0,1
"6683","AFUN009933",0,0,0,0
"6684","AFUN009935",0,0,0,0
"6685","AFUN009936",0,0,0,0
"6686","AFUN009937",0,0,0,0
"6687","AFUN009938",0,1,0,1
"6688","AFUN009939",0,4,0,4
"6689","AFUN009940",7,13,7,13
"6690","AFUN009941",190,457,190,457
"6691","AFUN009942",5,17,5,17
"6692","AFUN009943",22640,7750,22640,7750
"6693","AFUN009944",4,12,4,12
"6694","AFUN009946",3,0,3,0
"6695","AFUN009947",0,0,0,0
"6696","AFUN009948",537,158,537,158
"6697","AFUN009952",106,85,106,85
"6698","AFUN009953",107,87,107,87
"6699","AFUN009954",85,25,85,25
"6700","AFUN009955",376,132,376,132
"6701","AFUN009957",676,479,676,479
"6702","AFUN009958",2925,4141,2925,4141
"6703","AFUN009959",686,441,686,441
"6704","AFUN009962",863,690,863,690
"6705","AFUN009965",24,100,24,100
"6706","AFUN009966",1686,2307,1686,2307
"6707","AFUN009967",912,3191,912,3191
"6708","AFUN009970",618,310,618,310
"6709","AFUN009971",1954,1655,1954,1655
"6710","AFUN009972",203,330,203,330
"6711","AFUN009973",322,165,322,165
"6712","AFUN009974",180,34,180,34
"6713","AFUN009975",1331,777,1331,777
"6714","AFUN009976",3083,857,3083,857
"6715","AFUN009977",3,18,3,18
"6716","AFUN009978",173,49,173,49
"6717","AFUN009979",576,89,576,89
"6718","AFUN009980",109,58,109,58
"6719","AFUN009981",2119,1477,2119,1477
"6720","AFUN009982",261,99,261,99
"6721","AFUN009985",1358,217,1358,217
"6722","AFUN009986",6,0,6,0
"6723","AFUN009987",3,0,3,0
"6724","AFUN009988",0,0,0,0
"6725","AFUN009991",2,4,2,4
"6726","AFUN009993",1203,493,1203,493
"6727","AFUN009994",407,214,407,214
"6728","AFUN009995",42,12,42,12
"6729","AFUN009996",40,29,40,29
"6730","AFUN009997",54,18,54,18
"6731","AFUN009998",1177,448,1177,448
"6732","AFUN009999",17,20,17,20
"6733","AFUN010000",20,9,20,9
"6734","AFUN010001",6,0,6,0
"6735","AFUN010002",18,30,18,30
"6736","AFUN010003",15,17,15,17
"6737","AFUN010004",1502,532,1502,532
"6738","AFUN010005",687,707,687,707
"6739","AFUN010006",4,5,4,5
"6740","AFUN010007",570,56,570,56
"6741","AFUN010008",2217,1178,2217,1178
"6742","AFUN010009",111,61,111,61
"6743","AFUN010010",895,155,895,155
"6744","AFUN010011",558,269,558,269
"6745","AFUN010012",6,79,6,79
"6746","AFUN010015",4,15,4,15
"6747","AFUN010017",345,206,345,206
"6748","AFUN010018",400,69,400,69
"6749","AFUN010019",228,60,228,60
"6750","AFUN010020",540,70,540,70
"6751","AFUN010021",184,64,184,64
"6752","AFUN010022",4139,1962,4139,1962
"6753","AFUN010023",59,32,59,32
"6754","AFUN010025",27,7,27,7
"6755","AFUN010028",491,133,491,133
"6756","AFUN010029",2,20,2,20
"6757","AFUN010031",84,18,84,18
"6758","AFUN010038",682,197,682,197
"6759","AFUN010040",520,290,520,290
"6760","AFUN010045",101,1006,101,1006
"6761","AFUN010046",147,191,147,191
"6762","AFUN010047",1134,1281,1134,1281
"6763","AFUN010049",4949,1443,4949,1443
"6764","AFUN010050",1088,501,1088,501
"6765","AFUN010051",238,233,238,233
"6766","AFUN010052",122,59,122,59
"6767","AFUN010053",365,133,365,133
"6768","AFUN010054",204,44,204,44
"6769","AFUN010056",1044,292,1044,292
"6770","AFUN010060",983,309,983,309
"6771","AFUN010064",2417,442,2417,442
"6772","AFUN010065",1754,928,1754,928
"6773","AFUN010066",5429,893,5429,893
"6774","AFUN010072",1843,388,1843,388
"6775","AFUN010073",1146,146,1146,146
"6776","AFUN010074",36,11,36,11
"6777","AFUN010075",2057,1440,2057,1440
"6778","AFUN010077",445,53,445,53
"6779","AFUN010078",73,9,73,9
"6780","AFUN010080",54,27,54,27
"6781","AFUN010082",163,11,163,11
"6782","AFUN010083",154,39,154,39
"6783","AFUN010084",79,26,79,26
"6784","AFUN010085",272,84,272,84
"6785","AFUN010086",1586,428,1586,428
"6786","AFUN010087",209,29,209,29
"6787","AFUN010088",397,179,397,179
"6788","AFUN010089",2056,662,2056,662
"6789","AFUN010090",714,148,714,148
"6790","AFUN010092",416,704,416,704
"6791","AFUN010093",59,29,59,29
"6792","AFUN010094",332,164,332,164
"6793","AFUN010095",615,942,615,942
"6794","AFUN010096",1672,342,1672,342
"6795","AFUN010097",1,0,1,0
"6796","AFUN010098",330,253,330,253
"6797","AFUN010099",1024,1124,1024,1124
"6798","AFUN010100",2946,719,2946,719
"6799","AFUN010101",109,49,109,49
"6800","AFUN010102",1043,496,1043,496
"6801","AFUN010103",14,19,14,19
"6802","AFUN010104",6,6,6,6
"6803","AFUN010105",574,419,574,419
"6804","AFUN010107",94,101,94,101
"6805","AFUN010109",5992,6696,5992,6696
"6806","AFUN010110",23,27,23,27
"6807","AFUN010111",25,18,25,18
"6808","AFUN010112",21,32,21,32
"6809","AFUN010114",2079,469,2079,469
"6810","AFUN010115",22,6,22,6
"6811","AFUN010116",244,98,244,98
"6812","AFUN010117",96,32,96,32
"6813","AFUN010119",95,18,95,18
"6814","AFUN010120",648,667,648,667
"6815","AFUN010121",38,150,38,150
"6816","AFUN010122",509,602,509,602
"6817","AFUN010128",10,0,10,0
"6818","AFUN010129",75,3,75,3
"6819","AFUN010131",812,534,812,534
"6820","AFUN010132",2124,864,2124,864
"6821","AFUN010135",1392,466,1392,466
"6822","AFUN010136",2668,1318,2668,1318
"6823","AFUN010137",397,279,397,279
"6824","AFUN010138",36,44,36,44
"6825","AFUN010139",149,70,149,70
"6826","AFUN010142",137,147,137,147
"6827","AFUN010147",2525,638,2525,638
"6828","AFUN010148",65,130,65,130
"6829","AFUN010149",2617,2036,2617,2036
"6830","AFUN010150",1139,230,1139,230
"6831","AFUN010153",747,262,747,262
"6832","AFUN010156",912,1343,912,1343
"6833","AFUN010157",460,164,460,164
"6834","AFUN010158",921,336,921,336
"6835","AFUN010161",905,465,905,465
"6836","AFUN010162",50,155,50,155
"6837","AFUN010163",3,7,3,7
"6838","AFUN010164",4,15,4,15
"6839","AFUN010165",1,0,1,0
"6840","AFUN010167",6,1,6,1
"6841","AFUN010168",10,5,10,5
"6842","AFUN010170",461,166,461,166
"6843","AFUN010171",226,104,226,104
"6844","AFUN010172",4161,789,4161,789
"6845","AFUN010174",812,1143,812,1143
"6846","AFUN010175",19,9,19,9
"6847","AFUN010182",2535,413,2535,413
"6848","AFUN010186",1795,1159,1795,1159
"6849","AFUN010187",362,350,362,350
"6850","AFUN010188",216,110,216,110
"6851","AFUN010189",745,348,745,348
"6852","AFUN010190",940,213,940,213
"6853","AFUN010191",640,106,640,106
"6854","AFUN010192",68,5,68,5
"6855","AFUN010193",493,186,493,186
"6856","AFUN010194",401,207,401,207
"6857","AFUN010200",264,39,264,39
"6858","AFUN010201",157,53,157,53
"6859","AFUN010202",280,87,280,87
"6860","AFUN010203",12,33,12,33
"6861","AFUN010204",0,0,0,0
"6862","AFUN010208",0,4,0,4
"6863","AFUN010209",1061,264,1061,264
"6864","AFUN010210",227,41,227,41
"6865","AFUN010211",378,88,378,88
"6866","AFUN010213",12285,4208,12285,4208
"6867","AFUN010214",1134,983,1134,983
"6868","AFUN010215",564,202,564,202
"6869","AFUN010219",20,20,20,20
"6870","AFUN010220",18,31,18,31
"6871","AFUN010221",5926,5514,5926,5514
"6872","AFUN010223",2812,1386,2812,1386
"6873","AFUN010224",208,367,208,367
"6874","AFUN010226",80,59,80,59
"6875","AFUN010227",855,1061,855,1061
"6876","AFUN010238",0,0,0,0
"6877","AFUN010239",1,3,1,3
"6878","AFUN010240",7327,4427,7327,4427
"6879","AFUN010241",809,697,809,697
"6880","AFUN010246",214,124,214,124
"6881","AFUN010248",259,328,259,328
"6882","AFUN010249",2228,671,2228,671
"6883","AFUN010253",175,78,175,78
"6884","AFUN010254",96,132,96,132
"6885","AFUN010256",501,274,501,274
"6886","AFUN010257",807,322,807,322
"6887","AFUN010262",548,144,548,144
"6888","AFUN010264",315,174,315,174
"6889","AFUN010265",962,1225,962,1225
"6890","AFUN010266",42,12,42,12
"6891","AFUN010267",97,21,97,21
"6892","AFUN010268",2193,1369,2193,1369
"6893","AFUN010270",385,342,385,342
"6894","AFUN010271",62,36,62,36
"6895","AFUN010272",6,22,6,22
"6896","AFUN010273",1059,867,1059,867
"6897","AFUN010274",1068,648,1068,648
"6898","AFUN010275",614,95,614,95
"6899","AFUN010277",39,49,39,49
"6900","AFUN010280",74,572,74,572
"6901","AFUN010281",910,279,910,279
"6902","AFUN010290",2,0,2,0
"6903","AFUN010291",23,3,23,3
"6904","AFUN010292",7,8,7,8
"6905","AFUN010293",75,52,75,52
"6906","AFUN010294",0,12,0,12
"6907","AFUN010295",39,85,39,85
"6908","AFUN010296",34,12,34,12
"6909","AFUN010297",92,19,92,19
"6910","AFUN010298",209,25,209,25
"6911","AFUN010301",42,136,42,136
"6912","AFUN010302",7336,900,7336,900
"6913","AFUN010303",90,28,90,28
"6914","AFUN010304",246,105,246,105
"6915","AFUN010305",298,75,298,75
"6916","AFUN010308",9235,4816,9235,4816
"6917","AFUN010310",466,304,466,304
"6918","AFUN010312",78,42,78,42
"6919","AFUN010313",271,219,271,219
"6920","AFUN010314",652,119,652,119
"6921","AFUN010315",4,6,4,6
"6922","AFUN010316",1281,289,1281,289
"6923","AFUN010317",4,1,4,1
"6924","AFUN010318",44,7,44,7
"6925","AFUN010319",287,61,287,61
"6926","AFUN010320",4817,5288,4817,5288
"6927","AFUN010321",1118,166,1118,166
"6928","AFUN010322",63,9,63,9
"6929","AFUN010323",411,59,411,59
"6930","AFUN010324",1,0,1,0
"6931","AFUN010325",2,0,2,0
"6932","AFUN010326",1121,98,1121,98
"6933","AFUN010327",1,0,1,0
"6934","AFUN010328",1159,387,1159,387
"6935","AFUN010329",2054,276,2054,276
"6936","AFUN010331",421,35,421,35
"6937","AFUN010334",437,229,437,229
"6938","AFUN010336",2574,3807,2574,3807
"6939","AFUN010337",5820,2610,5820,2610
"6940","AFUN010338",1135,762,1135,762
"6941","AFUN010339",1922,764,1922,764
"6942","AFUN010340",787,961,787,961
"6943","AFUN010341",324,79,324,79
"6944","AFUN010342",143,47,143,47
"6945","AFUN010343",3176,739,3176,739
"6946","AFUN010344",2997,1205,2997,1205
"6947","AFUN010345",88,34,88,34
"6948","AFUN010346",0,3,0,3
"6949","AFUN010347",14,3,14,3
"6950","AFUN010350",429,439,429,439
"6951","AFUN010351",93,92,93,92
"6952","AFUN010352",152,615,152,615
"6953","AFUN010353",428,112,428,112
"6954","AFUN010354",74,48,74,48
"6955","AFUN010356",24,14,24,14
"6956","AFUN010361",952,1683,952,1683
"6957","AFUN010363",10998,11178,10998,11178
"6958","AFUN010369",808,298,808,298
"6959","AFUN010370",6121,2091,6121,2091
"6960","AFUN010371",600,257,600,257
"6961","AFUN010372",275,311,275,311
"6962","AFUN010373",522,292,522,292
"6963","AFUN010375",552,533,552,533
"6964","AFUN010376",235,87,235,87
"6965","AFUN010377",39,28,39,28
"6966","AFUN010378",20,64,20,64
"6967","AFUN010379",144,69,144,69
"6968","AFUN010380",1171,526,1171,526
"6969","AFUN010381",1050,826,1050,826
"6970","AFUN010382",9,112,9,112
"6971","AFUN010383",2286,1664,2286,1664
"6972","AFUN010386",30,0,30,0
"6973","AFUN010387",120,63,120,63
"6974","AFUN010388",2974,1273,2974,1273
"6975","AFUN010389",146,94,146,94
"6976","AFUN010390",417,89,417,89
"6977","AFUN010391",927,467,927,467
"6978","AFUN010392",1222,411,1222,411
"6979","AFUN010393",2158,790,2158,790
"6980","AFUN010394",44,22,44,22
"6981","AFUN010395",947,1676,947,1676
"6982","AFUN010396",288,188,288,188
"6983","AFUN010397",362,67,362,67
"6984","AFUN010398",618,129,618,129
"6985","AFUN010399",473,196,473,196
"6986","AFUN010400",34,10,34,10
"6987","AFUN010402",223,119,223,119
"6988","AFUN010403",2548,1379,2548,1379
"6989","AFUN010404",559,2172,559,2172
"6990","AFUN010405",232,155,232,155
"6991","AFUN010406",8,42,8,42
"6992","AFUN010407",4,18,4,18
"6993","AFUN010408",65,143,65,143
"6994","AFUN010409",62,221,62,221
"6995","AFUN010412",192,166,192,166
"6996","AFUN010413",367,140,367,140
"6997","AFUN010414",56,21,56,21
"6998","AFUN010415",126,54,126,54
"6999","AFUN010416",403,86,403,86
"7000","AFUN010417",77,9,77,9
"7001","AFUN010418",58,0,58,0
"7002","AFUN010419",176,41,176,41
"7003","AFUN010420",826,574,826,574
"7004","AFUN010421",2867,995,2867,995
"7005","AFUN010422",30,43,30,43
"7006","AFUN010423",1045,134,1045,134
"7007","AFUN010426",358,76,358,76
"7008","AFUN010427",53,141,53,141
"7009","AFUN010428",1753,5607,1753,5607
"7010","AFUN010429",335,271,335,271
"7011","AFUN010430",1222,2688,1222,2688
"7012","AFUN010431",3390,6168,3390,6168
"7013","AFUN010432",3739,2414,3739,2414
"7014","AFUN010433",3260,1975,3260,1975
"7015","AFUN010434",26,20,26,20
"7016","AFUN010437",25,100,25,100
"7017","AFUN010438",297,63,297,63
"7018","AFUN010439",1915,1887,1915,1887
"7019","AFUN010441",167,26,167,26
"7020","AFUN010444",6,6,6,6
"7021","AFUN010445",1634,467,1634,467
"7022","AFUN010446",110,27,110,27
"7023","AFUN010447",67,3,67,3
"7024","AFUN010450",4073,484,4073,484
"7025","AFUN010451",113,79,113,79
"7026","AFUN010452",1406,862,1406,862
"7027","AFUN010453",175,53,175,53
"7028","AFUN010454",118,46,118,46
"7029","AFUN010456",942,639,942,639
"7030","AFUN010457",2136,590,2136,590
"7031","AFUN010458",1310,767,1310,767
"7032","AFUN010460",306,56,306,56
"7033","AFUN010464",34,164,34,164
"7034","AFUN010467",790,292,790,292
"7035","AFUN010468",3,8,3,8
"7036","AFUN010470",642,615,642,615
"7037","AFUN010471",2,0,2,0
"7038","AFUN010473",6273,1325,6273,1325
"7039","AFUN010474",2,0,2,0
"7040","AFUN010475",0,0,0,0
"7041","AFUN010477",4,14,4,14
"7042","AFUN010478",4,11,4,11
"7043","AFUN010480",2,10,2,10
"7044","AFUN010481",3,41,3,41
"7045","AFUN010483",35,67,35,67
"7046","AFUN010484",11777,8345,11777,8345
"7047","AFUN010485",18858,5731,18858,5731
"7048","AFUN010486",399,186,399,186
"7049","AFUN010489",2584,1105,2584,1105
"7050","AFUN010490",3915,1570,3915,1570
"7051","AFUN010491",2841,1206,2841,1206
"7052","AFUN010493",395,314,395,314
"7053","AFUN010496",17,12,17,12
"7054","AFUN010497",7,2,7,2
"7055","AFUN010500",221,712,221,712
"7056","AFUN010501",34,9,34,9
"7057","AFUN010502",206,64,206,64
"7058","AFUN010503",77,54,77,54
"7059","AFUN010504",2082,633,2082,633
"7060","AFUN010506",493,81,493,81
"7061","AFUN010507",451,62,451,62
"7062","AFUN010508",1071,592,1071,592
"7063","AFUN010509",259,179,259,179
"7064","AFUN010510",37,40,37,40
"7065","AFUN010511",2152,757,2152,757
"7066","AFUN010513",4019,847,4019,847
"7067","AFUN010514",185,79,185,79
"7068","AFUN010515",614,666,614,666
"7069","AFUN010518",64,10,64,10
"7070","AFUN010519",19,5,19,5
"7071","AFUN010520",478,127,478,127
"7072","AFUN010521",0,0,0,0
"7073","AFUN010522",1002,276,1002,276
"7074","AFUN010523",479,162,479,162
"7075","AFUN010524",1023,378,1023,378
"7076","AFUN010525",812,495,812,495
"7077","AFUN010526",1547,777,1547,777
"7078","AFUN010527",78,47,78,47
"7079","AFUN010528",15,4,15,4
"7080","AFUN010529",207,106,207,106
"7081","AFUN010530",25,2,25,2
"7082","AFUN010531",3,0,3,0
"7083","AFUN010532",49,45,49,45
"7084","AFUN010533",87,232,87,232
"7085","AFUN010534",4,18,4,18
"7086","AFUN010535",129,33,129,33
"7087","AFUN010536",130,115,130,115
"7088","AFUN010537",213,112,213,112
"7089","AFUN010538",42,37,42,37
"7090","AFUN010539",16,29,16,29
"7091","AFUN010540",251,579,251,579
"7092","AFUN010541",99,76,99,76
"7093","AFUN010542",357,276,357,276
"7094","AFUN010543",0,12,0,12
"7095","AFUN010544",397,224,397,224
"7096","AFUN010545",435,464,435,464
"7097","AFUN010546",370,305,370,305
"7098","AFUN010547",412,393,412,393
"7099","AFUN010548",20,56,20,56
"7100","AFUN010549",447,59,447,59
"7101","AFUN010557",509,191,509,191
"7102","AFUN010558",640,126,640,126
"7103","AFUN010559",1096,174,1096,174
"7104","AFUN010562",91,46,91,46
"7105","AFUN010563",114,73,114,73
"7106","AFUN010564",235,117,235,117
"7107","AFUN010569",0,1,0,1
"7108","AFUN010573",2,0,2,0
"7109","AFUN010574",623,99,623,99
"7110","AFUN010575",40,1,40,1
"7111","AFUN010576",168,75,168,75
"7112","AFUN010577",33,45,33,45
"7113","AFUN010580",2713,1053,2713,1053
"7114","AFUN010581",143,24,143,24
"7115","AFUN010582",233,47,233,47
"7116","AFUN010583",509,253,509,253
"7117","AFUN010587",190,159,190,159
"7118","AFUN010588",496,126,496,126
"7119","AFUN010589",1230,360,1230,360
"7120","AFUN010591",501,118,501,118
"7121","AFUN010592",1598,554,1598,554
"7122","AFUN010593",40,21,40,21
"7123","AFUN010596",566,140,566,140
"7124","AFUN010599",1501,491,1501,491
"7125","AFUN010600",70,36,70,36
"7126","AFUN010601",3981,1207,3981,1207
"7127","AFUN010602",15825,6302,15825,6302
"7128","AFUN010603",418,229,418,229
"7129","AFUN010604",600,1173,600,1173
"7130","AFUN010605",2638,1080,2638,1080
"7131","AFUN010606",532,255,532,255
"7132","AFUN010610",3106,920,3106,920
"7133","AFUN010611",58,11,58,11
"7134","AFUN010612",30,4,30,4
"7135","AFUN010613",617,724,617,724
"7136","AFUN010614",2507,294,2507,294
"7137","AFUN010617",1048,353,1048,353
"7138","AFUN010618",293,113,293,113
"7139","AFUN010619",633,147,633,147
"7140","AFUN010620",448,67,448,67
"7141","AFUN010621",392,100,392,100
"7142","AFUN010622",39,11,39,11
"7143","AFUN010623",155,47,155,47
"7144","AFUN010624",0,9,0,9
"7145","AFUN010625",379,3127,379,3127
"7146","AFUN010626",175,514,175,514
"7147","AFUN010629",311,306,311,306
"7148","AFUN010630",90,91,90,91
"7149","AFUN010633",194,133,194,133
"7150","AFUN010634",0,0,0,0
"7151","AFUN010635",13,1,13,1
"7152","AFUN010636",88,11,88,11
"7153","AFUN010639",5,0,5,0
"7154","AFUN010642",2957,1860,2957,1860
"7155","AFUN010643",312,118,312,118
"7156","AFUN010644",354,96,354,96
"7157","AFUN010645",30,33,30,33
"7158","AFUN010646",14,26,14,26
"7159","AFUN010648",38,107,38,107
"7160","AFUN010649",794,611,794,611
"7161","AFUN010650",65,54,65,54
"7162","AFUN010651",1431,315,1431,315
"7163","AFUN010652",2636,1115,2636,1115
"7164","AFUN010655",128,30,128,30
"7165","AFUN010657",1520,382,1520,382
"7166","AFUN010658",57,20,57,20
"7167","AFUN010659",44,11,44,11
"7168","AFUN010660",136,73,136,73
"7169","AFUN010668",46,99,46,99
"7170","AFUN010669",67,81,67,81
"7171","AFUN010670",0,2,0,2
"7172","AFUN010671",6,29,6,29
"7173","AFUN010672",1180,387,1180,387
"7174","AFUN010673",166,43,166,43
"7175","AFUN010674",721,717,721,717
"7176","AFUN010675",1738,726,1738,726
"7177","AFUN010676",546,91,546,91
"7178","AFUN010677",1603,431,1603,431
"7179","AFUN010681",120,12,120,12
"7180","AFUN010682",6,6,6,6
"7181","AFUN010683",0,11,0,11
"7182","AFUN010684",2,24,2,24
"7183","AFUN010685",0,10,0,10
"7184","AFUN010686",12,19,12,19
"7185","AFUN010688",6335,2121,6335,2121
"7186","AFUN010690",254,27,254,27
"7187","AFUN010692",1242,190,1242,190
"7188","AFUN010693",83,25,83,25
"7189","AFUN010694",339,29,339,29
"7190","AFUN010695",243,297,243,297
"7191","AFUN010696",2,1,2,1
"7192","AFUN010697",346,149,346,149
"7193","AFUN010698",692,398,692,398
"7194","AFUN010699",456,89,456,89
"7195","AFUN010700",103,36,103,36
"7196","AFUN010701",90,56,90,56
"7197","AFUN010702",453,249,453,249
"7198","AFUN010703",238,102,238,102
"7199","AFUN010704",442,66,442,66
"7200","AFUN010705",732,241,732,241
"7201","AFUN010707",4,1,4,1
"7202","AFUN010708",25,9,25,9
"7203","AFUN010711",6,6,6,6
"7204","AFUN010712",52,37,52,37
"7205","AFUN010713",3314,1947,3314,1947
"7206","AFUN010715",1489,578,1489,578
"7207","AFUN010716",4,61,4,61
"7208","AFUN010717",391,364,391,364
"7209","AFUN010718",368,146,368,146
"7210","AFUN010719",89,40,89,40
"7211","AFUN010721",55,40,55,40
"7212","AFUN010722",340,51,340,51
"7213","AFUN010723",220,129,220,129
"7214","AFUN010724",157,301,157,301
"7215","AFUN010725",3,23,3,23
"7216","AFUN010726",772,747,772,747
"7217","AFUN010728",587,212,587,212
"7218","AFUN010729",931,261,931,261
"7219","AFUN010730",5336,1178,5336,1178
"7220","AFUN010731",3656,467,3656,467
"7221","AFUN010732",3465,1818,3465,1818
"7222","AFUN010733",647,469,647,469
"7223","AFUN010734",806,690,806,690
"7224","AFUN010735",3139,1245,3139,1245
"7225","AFUN010736",366,76,366,76
"7226","AFUN010737",2340,1048,2340,1048
"7227","AFUN010738",1584,1114,1584,1114
"7228","AFUN010739",1450,185,1450,185
"7229","AFUN010740",125,17,125,17
"7230","AFUN010741",0,3,0,3
"7231","AFUN010742",0,4,0,4
"7232","AFUN010745",219,144,219,144
"7233","AFUN010746",161,92,161,92
"7234","AFUN010749",333,103,333,103
"7235","AFUN010750",996,123,996,123
"7236","AFUN010751",1574,347,1574,347
"7237","AFUN010752",388,113,388,113
"7238","AFUN010758",39,10,39,10
"7239","AFUN010759",195,45,195,45
"7240","AFUN010760",96,6,96,6
"7241","AFUN010761",20,1,20,1
"7242","AFUN010762",3,0,3,0
"7243","AFUN010764",978,447,978,447
"7244","AFUN010768",278,27,278,27
"7245","AFUN010774",2574,365,2574,365
"7246","AFUN010775",935,577,935,577
"7247","AFUN010778",149,108,149,108
"7248","AFUN010779",46,35,46,35
"7249","AFUN010782",20,1,20,1
"7250","AFUN010783",3,0,3,0
"7251","AFUN010784",14,0,14,0
"7252","AFUN010785",89,69,89,69
"7253","AFUN010786",1265,235,1265,235
"7254","AFUN010787",8,15,8,15
"7255","AFUN010788",84,44,84,44
"7256","AFUN010789",7,0,7,0
"7257","AFUN010790",698,101,698,101
"7258","AFUN010791",360,169,360,169
"7259","AFUN010792",47,7,47,7
"7260","AFUN010793",2652,576,2652,576
"7261","AFUN010794",71,44,71,44
"7262","AFUN010795",114,29,114,29
"7263","AFUN010796",1249,844,1249,844
"7264","AFUN010797",2,50,2,50
"7265","AFUN010798",0,1,0,1
"7266","AFUN010799",0,1,0,1
"7267","AFUN010800",137,70,137,70
"7268","AFUN010802",2,13,2,13
"7269","AFUN010805",79,25,79,25
"7270","AFUN010807",164,94,164,94
"7271","AFUN010808",246,20,246,20
"7272","AFUN010809",1368,485,1368,485
"7273","AFUN010811",44,12,44,12
"7274","AFUN010812",0,14,0,14
"7275","AFUN010813",5360,1808,5360,1808
"7276","AFUN010814",0,0,0,0
"7277","AFUN010815",6770,2503,6770,2503
"7278","AFUN010816",974,475,974,475
"7279","AFUN010819",579,287,579,287
"7280","AFUN010820",1064,436,1064,436
"7281","AFUN010821",1028,434,1028,434
"7282","AFUN010822",12,8,12,8
"7283","AFUN010823",4,17,4,17
"7284","AFUN010824",1829,570,1829,570
"7285","AFUN010825",5666,1302,5666,1302
"7286","AFUN010826",167,73,167,73
"7287","AFUN010828",210,182,210,182
"7288","AFUN010831",286,75,286,75
"7289","AFUN010832",833,106,833,106
"7290","AFUN010835",17,9,17,9
"7291","AFUN010837",1063,494,1063,494
"7292","AFUN010838",271,180,271,180
"7293","AFUN010839",289,227,289,227
"7294","AFUN010840",49,57,49,57
"7295","AFUN010841",429,116,429,116
"7296","AFUN010842",42,32,42,32
"7297","AFUN010843",596,111,596,111
"7298","AFUN010847",48,53,48,53
"7299","AFUN010848",335,175,335,175
"7300","AFUN010849",35,0,35,0
"7301","AFUN010850",735,343,735,343
"7302","AFUN010851",198,128,198,128
"7303","AFUN010854",633,290,633,290
"7304","AFUN010855",638,136,638,136
"7305","AFUN010859",458,200,458,200
"7306","AFUN010863",16,119,16,119
"7307","AFUN010866",1616,945,1616,945
"7308","AFUN010869",593,170,593,170
"7309","AFUN010870",147,65,147,65
"7310","AFUN010871",6568,2752,6568,2752
"7311","AFUN010875",176,20,176,20
"7312","AFUN010876",495,1440,495,1440
"7313","AFUN010878",688,193,688,193
"7314","AFUN010879",1053,1084,1053,1084
"7315","AFUN010880",1528,377,1528,377
"7316","AFUN010881",99,122,99,122
"7317","AFUN010882",239,81,239,81
"7318","AFUN010883",412,180,412,180
"7319","AFUN010884",320,78,320,78
"7320","AFUN010885",133,72,133,72
"7321","AFUN010886",196,86,196,86
"7322","AFUN010887",87,273,87,273
"7323","AFUN010890",502,119,502,119
"7324","AFUN010892",5191,4792,5191,4792
"7325","AFUN010894",702,330,702,330
"7326","AFUN010895",400,349,400,349
"7327","AFUN010896",622,147,622,147
"7328","AFUN010897",151,31,151,31
"7329","AFUN010902",22,32,22,32
"7330","AFUN010903",411,218,411,218
"7331","AFUN010904",90,103,90,103
"7332","AFUN010905",520,73,520,73
"7333","AFUN010906",1363,1076,1363,1076
"7334","AFUN010907",2457,3904,2457,3904
"7335","AFUN010909",111,42,111,42
"7336","AFUN010910",25,29,25,29
"7337","AFUN010918",1394,435,1394,435
"7338","AFUN010921",2,0,2,0
"7339","AFUN010925",3385,1136,3385,1136
"7340","AFUN010926",123,25,123,25
"7341","AFUN010927",284,136,284,136
"7342","AFUN010928",1058,368,1058,368
"7343","AFUN010929",549,102,549,102
"7344","AFUN010933",20,2,20,2
"7345","AFUN010934",84,213,84,213
"7346","AFUN010935",444,55,444,55
"7347","AFUN010936",1657,334,1657,334
"7348","AFUN010937",336,200,336,200
"7349","AFUN010939",11,79,11,79
"7350","AFUN010941",626,190,626,190
"7351","AFUN010945",1541,1357,1541,1357
"7352","AFUN010946",97,67,97,67
