"","gene_id","kombewa_05_susceptible","komb_06_susceptible","komb_04_susceptible","PortVict_susceptible","teso_susceptible","kombe_01_resistant","komb_02_resistant","Siaya_resistant","PortVict_resistant","Teso_resistant"
"437","AFUN000691",84,68,46,36,66,69,54,75,55,91
"438","AFUN000692",8,7,4,7,34,8,3,7,1,3
"439","AFUN000697",77,40,52,62,44,95,64,121,119,115
"440","AFUN000698",1,2,3,0,5,3,1,0,4,0
"441","AFUN000699",52,41,39,17,32,72,28,102,81,103
"442","AFUN000700",360,211,205,157,261,258,137,355,412,474
"443","AFUN000701",4215,2733,2811,950,1851,3644,2182,3133,3010,5449
"444","AFUN000704",349,176,179,183,340,277,166,398,126,202
"445","AFUN000705",2154,1334,1426,1132,1588,1899,1053,2186,1158,1715
"446","AFUN000706",1781,1154,1166,984,1319,1729,1084,2242,1343,1892
"447","AFUN000707",3392,2149,2296,3156,3722,2905,1760,4411,3433,3922
"448","AFUN000708",1762,606,605,1033,647,2331,624,3059,1078,2240
"449","AFUN000711",1398,520,506,509,709,1460,468,1264,986,2135
"450","AFUN000712",382,136,116,206,126,306,97,401,453,751
"451","AFUN000713",1072,351,317,2071,4363,1038,307,1440,605,594
"452","AFUN000714",1540,939,939,759,726,1407,679,1796,1650,2217
"453","AFUN000718",187,40,50,43,52,179,42,207,132,222
"454","AFUN000720",11,4,6,5,6,17,15,19,34,40
"455","AFUN000722",146,44,54,288,38,170,45,205,123,84
"456","AFUN000725",832,294,278,440,413,1113,329,1039,784,1199
"457","AFUN000726",8,2,8,7,9,7,3,17,35,39
"458","AFUN000727",19,20,12,17,7,31,32,37,35,51
"459","AFUN000728",5,0,5,0,9,1,0,0,0,0
"460","AFUN000730",10,0,0,2,4,0,1,10,4,0
"461","AFUN000732",43,26,26,43,45,43,24,67,43,28
"462","AFUN000733",488,208,170,227,247,481,156,607,528,905
"463","AFUN000734",92,58,65,77,55,83,72,149,136,163
"464","AFUN000735",387,144,152,295,286,334,96,330,381,475
"465","AFUN000737",159,43,59,190,62,107,35,180,22,57
"466","AFUN000738",2066,1268,1418,1328,2001,1971,1073,2006,1236,1375
"467","AFUN000739",428,132,115,162,84,532,155,648,430,648
"468","AFUN000740",52,14,24,15,47,71,23,53,67,81
"469","AFUN000741",1885,1124,1297,865,1147,1707,1031,2296,1323,2115
"470","AFUN000742",291,58,59,151,90,300,65,474,349,390
"471","AFUN000743",388,233,251,470,221,449,233,577,309,326
"472","AFUN000744",6,7,0,0,15,15,0,9,0,0
"473","AFUN000745",4245,1397,1426,2473,1558,4607,1372,4418,3317,5839
"474","AFUN000746",16,0,4,23,3,15,7,12,18,31
"475","AFUN000747",0,0,2,0,0,0,0,0,2,11
"476","AFUN000749",5,0,1,0,0,4,0,0,6,6
"477","AFUN000750",0,0,0,10,0,0,1,8,3,2
"478","AFUN000751",8,0,1,0,4,9,2,2,6,13
"479","AFUN000752",4,2,2,0,11,5,1,0,8,0
"480","AFUN000753",32,10,11,0,26,37,10,20,23,57
"481","AFUN000755",239,87,72,87,64,210,101,423,217,351
"482","AFUN000756",18317,6051,6537,9319,4035,16865,4904,19306,18279,17158
"483","AFUN000757",244,151,139,94,150,297,151,245,170,231
"484","AFUN000761",231,114,137,76,136,212,146,299,234,364
"485","AFUN000763",64,42,41,107,70,103,55,119,88,107
"486","AFUN000764",79,33,53,63,62,111,69,76,82,91
"487","AFUN000765",26,19,23,26,25,29,17,37,43,55
"488","AFUN000766",9155,2927,3204,8718,3480,8325,2667,14501,8984,10971
"489","AFUN000767",159,104,94,103,98,225,128,276,153,181
"490","AFUN000768",112,52,50,64,42,59,33,84,62,139
"491","AFUN000770",11,5,1,20,11,5,2,12,10,16
"492","AFUN000772",4605,3247,3378,3275,4052,3879,2500,6027,3054,3995
"493","AFUN000774",75,65,86,112,84,97,39,108,101,78
"494","AFUN000775",58,18,17,36,72,61,23,99,89,88
"495","AFUN000776",1137,377,383,402,297,984,363,1434,1364,1540
"496","AFUN000777",63,35,45,63,49,92,38,124,199,225
"497","AFUN000778",155,36,50,204,46,94,42,111,201,174
"498","AFUN000779",776,255,295,282,206,947,279,880,1213,1414
"499","AFUN000780",1299,802,813,369,888,1298,668,1378,875,1554
"500","AFUN000782",227,66,67,109,69,241,62,253,355,302
"501","AFUN000783",422,107,143,624,171,544,113,804,568,527
"502","AFUN000784",125,51,96,127,192,97,55,135,108,206
"503","AFUN000785",46,24,23,57,56,78,20,88,54,76
"504","AFUN000786",1976,1195,1167,832,1238,2729,1311,2774,2058,2606
"505","AFUN000787",21,21,14,45,115,33,18,13,3,6
"506","AFUN000788",29,12,11,42,25,35,9,16,9,35
"507","AFUN000789",6152,1972,2133,3980,4667,4754,1427,6127,2871,3736
"508","AFUN000790",165,78,87,122,225,136,93,180,163,263
"509","AFUN000791",95,49,47,96,200,72,32,101,63,89
"510","AFUN000792",943,280,283,524,645,496,144,575,478,629
"511","AFUN000794",39,7,13,9,33,14,8,24,6,47
"512","AFUN000799",40,16,8,79,13,29,5,63,70,60
"513","AFUN000800",2183,786,845,1509,744,2174,689,3230,2277,2716
"514","AFUN000801",583,207,209,300,156,769,233,1001,568,875
"515","AFUN000802",113,84,97,60,71,148,84,139,152,206
"516","AFUN000803",548,395,363,143,318,589,362,549,473,740
"517","AFUN000804",340,121,125,114,103,379,124,432,402,645
"518","AFUN000805",157,102,102,64,70,142,77,156,166,325
"519","AFUN000806",1811,618,708,511,585,1399,447,1891,1513,2451
"520","AFUN000810",66,51,61,39,93,86,58,130,58,94
"521","AFUN000811",9,3,0,0,6,8,2,13,11,9
"522","AFUN000812",2,4,6,0,0,6,2,8,5,6
"523","AFUN000816",13,11,9,13,32,11,9,13,9,9
"524","AFUN000817",1172,728,672,1118,1134,1615,883,2087,1210,2323
"525","AFUN000818",744,297,320,466,199,981,303,1226,628,1021
"526","AFUN000819",323,201,200,339,296,222,125,364,244,241
"527","AFUN000820",269,95,100,166,151,239,78,285,222,239
"528","AFUN000821",295,189,227,167,122,337,190,468,352,457
"529","AFUN000822",2078,628,649,1207,535,2290,642,2995,4152,6405
"530","AFUN000823",856,418,436,329,425,811,421,999,989,1486
"531","AFUN000824",313,75,108,154,152,262,60,295,329,650
"532","AFUN000825",993,336,296,589,694,1007,269,1222,367,683
"533","AFUN000826",212,107,130,73,143,274,167,403,311,383
"534","AFUN000827",1769,642,617,355,514,1839,614,1772,1818,3076
"535","AFUN000831",27,13,16,41,91,26,20,66,45,60
"536","AFUN000833",2,6,6,121,42,27,6,87,37,40
"537","AFUN000834",44,32,21,805,840,84,31,278,214,62
"538","AFUN000835",46,28,26,55,72,42,13,75,63,66
"539","AFUN000837",22,8,22,21,34,39,9,34,26,72
"540","AFUN000838",59,37,41,48,67,51,30,88,90,62
"541","AFUN000839",34,4,12,7,18,18,11,35,3,5
"542","AFUN000840",67,32,12,50,13,43,17,51,84,72
"543","AFUN000841",830,595,558,518,1155,965,526,1269,689,1049
"544","AFUN000842",3113,1034,1106,1461,910,2609,845,3131,1316,2072
"545","AFUN000843",175,87,73,84,116,177,93,183,92,171
"546","AFUN000846",6,6,4,6,26,3,0,16,2,26
"547","AFUN000847",0,0,0,0,13,1,2,1,1,1
"548","AFUN000856",517,279,315,257,195,582,284,622,953,972
"549","AFUN000857",93,32,36,53,52,50,16,133,85,158
"550","AFUN000858",557,318,347,141,256,713,415,727,477,1003
"551","AFUN000860",363,116,145,188,100,371,128,422,379,725
"552","AFUN000861",411,252,275,227,296,305,159,356,356,382
"553","AFUN000865",34,16,17,23,48,33,24,79,43,79
"554","AFUN000866",4113,1500,1612,2905,1515,3377,1159,5582,2681,3233
"555","AFUN000869",13,13,14,5,2,11,2,16,10,17
"556","AFUN000870",3,2,3,0,2,1,0,7,3,20
"557","AFUN000871",14,13,11,18,5,21,8,15,40,38
"558","AFUN000872",582,347,392,296,279,627,361,785,700,1019
"559","AFUN000873",222,62,56,81,44,210,74,333,208,265
"560","AFUN000874",47,23,34,11,12,55,42,54,109,121
"561","AFUN000875",4475,1539,1570,1161,1396,4559,1344,4295,3022,5591
"562","AFUN000876",17734,5484,5953,9317,7235,14701,4196,13895,11694,16855
"563","AFUN000877",145,53,34,46,72,99,22,128,147,154
"564","AFUN000878",42,11,13,22,32,27,9,23,75,30
"565","AFUN000879",1460,507,490,590,1223,1139,378,1118,820,1352
"566","AFUN000884",236,154,187,100,176,171,105,265,208,214
"567","AFUN000885",771,533,499,424,828,699,405,700,394,444
"568","AFUN000886",116,72,78,47,188,125,78,117,124,187
"569","AFUN000887",72,19,23,113,60,140,48,172,101,169
"570","AFUN000896",1670,545,645,1310,571,958,314,1826,955,1026
"571","AFUN000897",1102,321,324,1850,755,870,260,1943,842,812
"572","AFUN000898",25,20,10,9,15,18,8,36,25,53
"573","AFUN000899",1160,660,641,534,972,506,288,665,109,167
"574","AFUN000900",1,6,0,6,9,12,15,23,7,14
"575","AFUN000901",91,30,31,34,36,174,46,106,122,335
"576","AFUN000903",16,3,7,6,20,11,8,36,18,48
"577","AFUN000904",1595,549,577,274,498,1663,544,1662,1523,2549
"578","AFUN000905",7258,2624,2576,15593,3905,5844,1855,11257,2440,3791
"579","AFUN000906",160,82,85,163,83,197,100,337,237,292
"580","AFUN000907",502,200,190,309,148,413,150,503,317,408
"581","AFUN000912",95,58,91,31,24,118,58,82,135,155
"582","AFUN000913",720,302,416,407,588,439,278,450,505,657
"583","AFUN000914",3,3,1,0,19,0,0,2,6,0
"584","AFUN000915",4828,1555,1618,2631,2004,3832,1140,4039,2969,3794
"585","AFUN000916",5235,1878,2052,508,1181,6162,2022,4209,5844,8355
"586","AFUN000921",0,0,0,0,0,0,0,0,0,0
"587","AFUN000922",138,91,89,106,107,151,93,188,122,228
"588","AFUN000923",818,285,287,233,237,959,362,1176,730,1359
"589","AFUN000924",241,130,135,76,125,239,144,304,300,411
"590","AFUN000925",1953,722,737,1069,859,1468,474,2219,1504,2749
"591","AFUN000931",55,9,22,109,230,49,15,160,120,50
"592","AFUN000932",259,100,66,244,88,198,75,315,240,310
"593","AFUN000935",2,0,0,5,13,0,0,0,0,0
"594","AFUN000936",185,62,52,340,78,117,40,178,80,51
"595","AFUN000938",9,2,2,18,20,4,5,5,16,27
"596","AFUN000940",34,13,3,69,35,34,6,52,12,28
"597","AFUN000942",629,426,429,865,378,711,432,1049,300,129
"598","AFUN000947",464,235,264,335,149,528,314,734,502,702
"599","AFUN000948",139,45,52,153,54,179,56,265,204,278
"600","AFUN000949",124,74,72,83,68,145,66,159,93,135
"601","AFUN000950",5796,1851,2025,1530,1473,4971,1472,4811,4196,7017
"602","AFUN000951",63,55,68,67,53,125,71,172,124,114
"603","AFUN000953",171,70,67,169,95,285,84,261,219,377
"604","AFUN000957",718,433,492,320,405,625,372,901,682,1151
"605","AFUN000958",112,29,56,119,85,92,27,108,158,160
"606","AFUN000959",12,7,10,7,4,17,10,15,18,25
"607","AFUN000960",677,400,448,332,544,527,280,680,835,1214
"608","AFUN000961",329,144,106,150,143,345,124,265,373,564
"609","AFUN000962",33,25,27,52,37,37,34,63,72,69
"610","AFUN000963",228,126,153,151,445,194,122,196,175,191
"611","AFUN000964",97,35,38,110,59,103,42,112,128,134
"612","AFUN000965",645,486,446,523,68,534,328,978,742,327
"613","AFUN000968",246,328,355,31,245,260,302,185,328,552
"614","AFUN000969",37,28,40,11,12,40,38,56,37,48
"615","AFUN000971",302,128,136,143,189,454,123,538,538,739
"616","AFUN000975",52,23,31,123,36,53,29,159,75,95
"617","AFUN000976",64,39,35,40,43,35,28,76,46,68
"618","AFUN000978",618,219,230,870,210,650,187,1472,681,893
"619","AFUN000980",126,77,90,137,107,141,89,186,171,150
"620","AFUN000981",1245,432,471,422,511,1109,376,1318,981,1760
"621","AFUN000985",641,446,483,296,581,779,409,785,716,1080
"622","AFUN000986",2339,1492,1622,1191,1495,2110,1200,2255,2383,2807
"623","AFUN000988",46,38,35,44,33,40,30,86,50,40
"624","AFUN000991",317,102,115,180,235,404,119,570,414,625
"625","AFUN000992",61,33,45,69,60,136,55,201,142,193
"626","AFUN000993",604,216,204,315,242,548,178,794,1039,1108
"627","AFUN000994",636,198,210,368,255,519,197,671,802,636
"628","AFUN000995",236,138,145,219,259,326,205,393,284,686
"629","AFUN000999",1444,458,484,1559,554,1148,333,1878,1399,1403
"630","AFUN001000",307,167,190,414,248,337,147,451,278,326
"631","AFUN001001",181,63,90,91,56,234,78,392,343,557
"632","AFUN001003",778,468,439,527,624,407,209,579,464,722
"633","AFUN001007",1412,754,769,917,582,949,466,1264,922,1483
"634","AFUN001008",1234,385,420,651,271,1088,315,1697,1465,1977
"635","AFUN001009",26,10,19,18,12,18,2,31,11,27
"636","AFUN001010",20453,7674,8144,12701,7545,18335,6104,21884,13325,16512
"637","AFUN001011",1625,936,1009,883,1044,1017,534,1424,1004,1362
"638","AFUN001012",209,60,56,54,73,208,65,267,209,294
"639","AFUN001013",17,9,8,18,44,18,6,4,6,12
"640","AFUN001014",35,27,18,26,51,39,7,29,21,57
"641","AFUN001015",2550,1591,1730,1297,1327,1581,895,1827,1441,2352
"642","AFUN001016",563,227,237,363,345,645,230,874,642,946
"643","AFUN001017",2159,1154,1225,2047,2475,1865,987,2841,1865,2027
"644","AFUN001018",51,25,30,35,16,81,42,90,106,118
"645","AFUN001025",331,134,139,307,257,409,123,492,324,450
"646","AFUN001026",453,259,259,140,286,448,243,488,359,624
"647","AFUN001027",774,242,246,266,320,843,230,776,621,1290
"648","AFUN001028",24508,8133,8644,17685,9225,21596,6419,28147,17292,21384
"649","AFUN001030",235,94,105,114,157,220,109,292,243,379
"650","AFUN001033",199,101,118,150,136,193,95,354,172,292
"651","AFUN001034",4431,1432,1559,1084,1501,4307,1311,4274,3033,5922
"652","AFUN001035",254,152,179,107,159,281,171,332,212,383
"653","AFUN001036",436,157,153,292,53,552,209,764,511,628
"654","AFUN001037",428,103,128,213,195,422,104,579,290,732
"655","AFUN001038",870,296,369,340,294,876,265,1090,1009,1366
"656","AFUN001040",5641,3279,3527,2840,5315,4440,2382,5264,3527,5315
"657","AFUN001041",17,12,20,4,8,14,17,12,7,24
"658","AFUN001042",104,104,103,51,83,119,76,178,144,179
"659","AFUN001043",25,7,19,38,38,31,26,47,34,31
"660","AFUN001046",40,14,15,104,5,79,19,179,86,73
"661","AFUN001047",384,250,251,346,288,313,171,472,289,292
"662","AFUN001049",5769,1999,2265,3325,2465,4651,1418,5294,4608,6361
"663","AFUN001050",40,8,12,16,51,21,5,17,20,71
"664","AFUN001051",808,239,261,407,461,572,139,777,731,1081
"665","AFUN001052",261,105,108,241,115,220,65,297,209,320
"666","AFUN001056",81,31,49,67,76,108,18,143,140,178
"667","AFUN001059",22,10,14,12,40,19,14,10,4,24
"668","AFUN001061",322,106,129,137,102,287,117,400,283,409
"669","AFUN001062",1327,818,800,638,642,1093,614,2143,871,1468
"670","AFUN001064",4,3,2,4,0,10,0,4,13,6
"671","AFUN001066",418,154,178,314,167,353,126,584,422,829
"672","AFUN001067",535,182,155,119,98,483,163,455,581,773
"673","AFUN001068",2,0,0,0,0,0,1,4,1,0
"674","AFUN001070",0,0,1,0,0,3,1,0,0,0
"675","AFUN001071",5,3,8,3,5,7,2,3,19,7
"676","AFUN001072",4,0,0,5,2,0,2,5,10,7
"677","AFUN001073",1122,471,530,580,482,1134,448,1324,926,1595
"678","AFUN001074",9,6,6,5,7,11,16,3,3,12
"679","AFUN001075",88,36,35,50,26,91,41,125,150,145
"680","AFUN001076",2,0,4,0,2,1,0,0,0,0
"681","AFUN001077",351,200,184,497,240,395,237,642,172,188
"682","AFUN001078",71,148,181,67,222,50,74,86,74,90
"683","AFUN001079",0,5,4,1,3,0,1,1,0,0
"684","AFUN001080",0,0,0,0,0,0,0,0,0,0
"685","AFUN001081",25,10,14,11,45,6,5,12,15,10
"686","AFUN001082",1,1,1,0,0,0,1,4,1,0
"687","AFUN001083",0,0,0,0,0,0,2,0,1,0
"688","AFUN001084",71,33,50,59,84,60,37,112,80,114
"689","AFUN001085",826,581,541,445,683,606,344,861,824,1218
"690","AFUN001086",5564,2083,2217,1258,1647,3886,1377,4113,4209,6019
"691","AFUN001087",291,177,193,303,196,320,160,415,334,345
"692","AFUN001088",512,147,220,250,219,631,191,959,628,754
"693","AFUN001091",472,160,187,463,205,270,76,430,338,237
"694","AFUN001092",0,0,0,3,9,2,0,0,0,5
"695","AFUN001096",3,8,7,12,16,9,12,11,17,12
"696","AFUN001097",49,25,22,135,28,123,51,177,164,250
"697","AFUN001100",1460,472,515,600,523,1105,348,1617,1330,1839
"698","AFUN001101",111,57,80,52,58,77,36,91,160,233
"699","AFUN001102",1027,578,554,3173,746,920,478,1697,379,435
"700","AFUN001103",465,175,173,70,112,504,158,474,493,904
"701","AFUN001104",9,4,3,0,12,2,2,1,22,10
"702","AFUN001105",249,153,171,221,192,207,138,342,217,280
"703","AFUN001107",535,194,210,386,367,454,172,568,499,878
"704","AFUN001108",32,26,33,40,31,29,19,33,35,47
"705","AFUN001112",43,16,17,14,89,107,33,8,31,43
"706","AFUN001114",409,171,155,723,613,261,78,628,157,130
"707","AFUN001115",280,102,108,226,121,261,81,286,182,216
"708","AFUN001116",26,6,13,15,28,11,7,17,26,7
"709","AFUN001120",1123,363,390,650,285,1027,254,1272,955,1146
"710","AFUN001121",318,112,107,356,116,276,115,560,352,399
"711","AFUN001122",58,19,25,28,35,38,16,67,74,85
"712","AFUN001123",61,30,17,21,22,50,26,47,45,77
"713","AFUN001124",191,40,55,63,35,151,62,179,138,182
"714","AFUN001125",213,38,64,51,44,241,58,375,236,220
"715","AFUN001128",190,79,70,102,66,186,75,225,174,328
"716","AFUN001129",11,6,3,276,35,74,38,534,144,278
"717","AFUN001131",22,18,29,9,24,16,19,27,20,34
"718","AFUN001133",199,97,134,197,184,225,118,254,309,460
"719","AFUN001134",614,267,260,1258,261,596,218,1052,301,453
"720","AFUN001136",11,2,2,7,17,16,2,11,5,9
"721","AFUN001137",2451,1253,1334,1695,1544,2211,885,3186,2309,3189
"722","AFUN001139",927,318,301,743,366,968,261,1367,1404,2391
"723","AFUN001142",1517,471,504,562,435,1679,512,2051,2083,2522
"724","AFUN001143",694,232,230,3838,493,642,249,1574,377,436
"725","AFUN001144",5611,3532,3708,1531,3032,4728,2824,5166,4558,6605
"726","AFUN001146",141,65,77,90,81,168,108,233,226,283
"727","AFUN001147",60,26,20,96,32,61,31,109,55,79
"728","AFUN001148",5146,1733,1775,2707,2045,3908,1135,5443,3776,4359
"729","AFUN001149",134,75,70,85,72,179,71,210,135,199
"730","AFUN001150",1114,375,362,823,319,1325,404,2182,1102,1230
"731","AFUN001151",986,575,690,859,683,1110,647,1552,1426,1319
"732","AFUN001152",558,188,166,513,123,628,180,1013,848,986
"733","AFUN001153",667,477,447,436,359,626,412,915,676,1021
"734","AFUN001154",498,205,198,532,311,528,198,860,743,891
"735","AFUN001155",240,167,155,188,139,232,160,327,293,406
"736","AFUN001156",1027,355,429,762,435,1186,356,1584,1510,1865
"737","AFUN001157",9227,3199,3314,8709,3106,8741,2615,12347,6759,7754
"738","AFUN001158",3,0,0,1,1,0,0,2,0,1
"739","AFUN001159",31,8,10,52,38,17,7,35,68,23
"740","AFUN001160",355,90,87,130,96,268,99,443,371,850
"741","AFUN001161",2,1,0,0,13,0,1,0,0,2
"742","AFUN001165",61,33,42,27,38,39,33,69,128,201
"743","AFUN001166",60,17,15,37,17,43,8,51,50,69
"744","AFUN001167",8,3,1,1,10,5,6,2,9,1
"745","AFUN001169",4758,1925,1864,5715,1145,2720,900,4727,1578,1217
"746","AFUN001170",8,3,7,1,12,8,6,8,18,18
"747","AFUN001171",403,242,259,221,314,390,190,380,410,620
"748","AFUN001172",76,21,29,91,76,106,31,91,112,70
"749","AFUN001173",109,67,86,100,71,196,105,201,153,208
"750","AFUN001177",589,403,396,416,613,585,396,614,542,701
"751","AFUN001178",55,25,39,36,51,33,15,43,33,82
"752","AFUN001179",51,15,25,28,30,27,15,62,56,43
"753","AFUN001180",3,1,3,0,19,0,0,0,2,0
"754","AFUN001181",180,153,151,102,145,183,122,179,158,239
"755","AFUN001182",2,1,2,0,0,3,2,4,8,12
"756","AFUN001185",1061,385,416,782,410,1068,383,1536,1292,2044
"757","AFUN001186",309,129,116,157,97,391,114,377,427,489
"758","AFUN001187",43,20,18,31,25,24,10,28,40,42
"759","AFUN001188",195,155,141,69,105,152,82,199,160,225
"760","AFUN001189",582,208,186,357,186,463,138,661,544,674
"761","AFUN001190",147,45,37,125,116,137,54,161,211,244
"762","AFUN001191",16,8,9,14,33,27,4,12,44,36
"763","AFUN001196",178,66,94,270,146,167,52,356,255,486
"764","AFUN001197",1070,397,419,361,373,1135,368,1237,999,1746
"765","AFUN001198",7012,4454,4590,4431,4344,6930,3598,7582,5199,6571
"766","AFUN001199",4566,2617,2798,3367,1842,3243,1763,4168,2891,2805
"767","AFUN001201",396,233,222,82,220,423,239,365,454,583
"768","AFUN001202",5,1,0,2,27,3,1,0,1,0
"769","AFUN001203",4,0,2,2,20,2,0,0,0,0
"770","AFUN001204",133,81,78,44,226,87,64,114,79,143
"771","AFUN001205",75,26,29,49,77,40,30,66,48,51
"772","AFUN001206",161,120,102,44,93,205,115,125,123,276
"773","AFUN001207",250,114,111,46,102,183,104,166,133,288
"774","AFUN001208",67,44,49,45,89,96,42,69,60,108
"775","AFUN001210",378,128,117,160,130,340,98,543,468,564
"776","AFUN001211",5136,1670,1909,2031,2062,3781,1201,4585,3589,6233
"777","AFUN001212",294,179,151,223,140,159,96,266,126,153
"778","AFUN001213",653,236,235,254,251,645,214,870,611,1313
"779","AFUN001214",26,15,10,7,20,31,3,13,30,69
"780","AFUN001215",52,23,38,89,54,88,42,235,23,25
"781","AFUN001216",365,71,72,74,38,521,104,414,159,525
"782","AFUN001217",46,36,39,62,31,77,42,111,92,93
"783","AFUN001218",268,101,100,353,89,286,104,401,209,231
"784","AFUN001219",61,35,29,57,19,52,33,89,80,82
"785","AFUN001220",1771,660,696,968,799,1891,623,2330,1631,2385
"786","AFUN001221",0,0,0,0,0,0,0,0,0,0
"787","AFUN001222",58,20,36,20,25,71,42,46,62,96
"788","AFUN001226",292,108,132,118,93,349,92,351,339,440
"789","AFUN001227",1643,987,1070,1309,700,955,497,1825,474,671
"790","AFUN001229",5767,1845,1959,1544,1482,3734,1099,4940,1931,1960
"791","AFUN001230",11,3,3,17,6,3,0,2,2,0
"792","AFUN001232",3,4,4,5,8,3,3,6,2,8
"793","AFUN001233",938,545,521,365,113,13,16,275,27,5
"794","AFUN001234",675,404,487,455,558,673,429,1057,650,790
