"","gene_id","kombewa_05_susceptible","komb_06_susceptible","komb_04_susceptible","PortVict_susceptible","teso_susceptible","kombe_01_resistant","komb_02_resistant","Siaya_resistant","PortVict_resistant","Teso_resistant"
"12643","AFUN020836",3,6,2,5,15,3,0,5,1,7
"12644","AFUN020837",7319,2604,2783,7065,3262,5948,1885,8463,5996,9175
"12645","AFUN020838",4287,1442,1479,1331,1675,3655,1220,3956,2700,5047
"12646","AFUN020839",7,2,2,5,0,1,2,8,3,5
"12647","AFUN020840",1149,736,760,636,1197,960,624,1330,712,1349
"12648","AFUN020841",524,292,330,716,649,400,230,763,751,1102
"12649","AFUN020842",5,2,7,6,6,17,1,10,17,18
"12650","AFUN020843",4526,1493,1680,1717,2208,2361,821,3041,1881,2139
"12651","AFUN020844",91,23,41,74,44,40,29,87,47,44
"12652","AFUN020845",371,223,202,296,115,685,397,1591,103,137
"12653","AFUN020846",1525,989,983,683,919,1332,788,1862,1693,2988
"12654","AFUN020847",10311,3252,3320,4311,2678,9257,2614,11736,11907,21115
"12655","AFUN020848",166,110,101,83,247,137,63,217,119,157
"12656","AFUN020849",28,22,27,18,31,25,11,30,13,65
"12657","AFUN020850",325,84,87,457,104,259,50,339,364,308
"12658","AFUN020851",3912,2416,2458,1869,2419,3278,1879,4447,3527,6499
"12659","AFUN020852",8121,2647,2910,3706,2787,6271,2016,6669,4436,5510
"12660","AFUN020853",731,258,291,322,399,532,155,808,725,1432
"12661","AFUN020854",247,71,85,146,152,197,57,337,255,366
"12662","AFUN020855",1914,1138,1208,873,1108,1818,935,1954,2142,3973
"12663","AFUN020856",3154,1096,1201,1374,968,2853,864,3028,2243,3439
"12664","AFUN020857",1142,388,387,670,382,892,260,1227,1320,2469
"12665","AFUN020858",38,15,21,24,26,48,15,48,59,89
"12666","AFUN020859",8,2,2,7,6,17,5,61,2,0
"12667","AFUN020860",107,85,85,70,91,113,69,117,96,129
"12668","AFUN020861",2464,896,935,2253,1313,2180,669,3926,2972,2892
"12669","AFUN020862",3448,2053,2178,1170,3129,2457,1304,2591,1604,2337
"12670","AFUN020863",1546,503,496,959,1140,1683,490,1270,687,1134
"12671","AFUN020864",119,93,104,49,90,162,128,108,116,171
"12672","AFUN020865",3502,1187,1239,1470,1209,2872,864,3359,2617,4232
"12673","AFUN020866",496,337,337,205,286,322,193,416,385,901
"12674","AFUN020867",14153,8098,8530,5359,5524,11461,5645,15546,18621,29680
"12675","AFUN020868",6,8,3,8,49,3,1,20,40,76
"12676","AFUN020869",2114,775,681,943,876,1695,513,2115,1797,3315
"12677","AFUN020870",5194,1852,1942,3144,3894,3932,1288,4348,2679,3395
"12678","AFUN020871",2810,849,896,816,1265,2345,737,3809,3413,5056
"12679","AFUN020872",1813,625,613,341,704,1872,616,1270,1370,3161
"12680","AFUN020873",5,0,1,1,9,1,1,4,1,8
"12681","AFUN020874",2004,1399,1459,924,1534,1914,1203,2139,1499,2838
"12682","AFUN020875",163,71,52,124,121,237,55,300,183,280
"12683","AFUN020876",4188,1319,1361,2533,997,4031,1138,5328,4691,5694
"12684","AFUN020877",1617,501,497,1153,555,1232,341,2058,1653,2316
"12685","AFUN020878",1700,556,644,828,623,1575,521,1581,1305,2350
"12686","AFUN020879",80,58,55,55,45,61,42,108,103,176
"12687","AFUN020880",372,99,119,70,163,211,91,337,257,717
"12688","AFUN020881",592,376,356,250,478,661,339,718,671,1077
"12689","AFUN020882",9040,3045,3154,3407,2668,5966,1837,7444,4884,5461
"12690","AFUN020883",266,122,121,151,282,124,87,134,127,107
"12691","AFUN020884",157,97,87,67,126,114,64,166,143,275
"12692","AFUN020885",4011,2452,2621,2422,4122,4181,2308,5328,3384,4200
"12693","AFUN020886",5194,1884,2046,2526,3816,4213,1478,5210,3779,6334
"12694","AFUN020887",53,19,33,48,53,47,18,53,68,73
"12695","AFUN020888",999,339,345,498,523,924,321,1512,1201,2019
"12696","AFUN020889",8,1,1,0,18,0,3,2,12,0
"12697","AFUN020890",351,273,276,186,357,323,216,341,282,333
"12698","AFUN020891",41,23,24,16,42,35,7,20,16,26
"12699","AFUN020892",3,1,3,2,1,3,8,7,2,7
"12700","AFUN020893",570,198,193,375,236,533,175,706,865,913
"12701","AFUN020894",1291,384,452,545,657,925,279,1454,1222,1764
"12702","AFUN020895",394,196,218,311,359,296,112,395,377,345
"12703","AFUN020896",509,325,348,242,326,484,321,627,495,856
"12704","AFUN020897",1042,299,316,420,228,1187,399,2408,1530,1679
"12705","AFUN020898",1909,625,654,1738,624,1758,504,2956,3186,3491
"12706","AFUN020899",2406,1557,1559,1071,1917,1644,1005,2371,1848,2879
"12707","AFUN020900",146,32,44,1070,218,314,95,1382,87,79
"12708","AFUN020901",0,4,0,20,3,5,0,7,8,0
"12709","AFUN020902",1060,634,614,641,687,921,518,1111,869,1104
"12710","AFUN020903",38,19,9,18,27,48,18,56,64,67
"12711","AFUN020904",979,568,581,384,592,976,618,1228,1088,1347
"12712","AFUN020905",3183,1075,1174,2922,727,1380,480,2286,983,784
"12713","AFUN020906",29,23,15,6,75,22,23,30,34,57
"12714","AFUN020907",190,75,57,92,45,151,57,203,72,123
"12715","AFUN020908",67,41,29,103,65,59,23,72,55,39
"12716","AFUN020909",79,27,45,59,93,57,39,81,73,90
"12717","AFUN020910",209,125,162,157,323,157,92,185,114,193
"12718","AFUN020911",858,506,555,414,660,740,445,1013,646,1053
"12719","AFUN020912",51,33,21,53,97,48,13,38,75,50
"12720","AFUN020913",1590,518,533,457,603,1558,454,1404,1732,2032
"12721","AFUN020914",215,85,92,168,244,150,62,128,46,128
"12722","AFUN020915",2334,735,905,1147,735,2301,755,2972,2195,3078
"12723","AFUN020916",5155,1679,1826,11593,5036,3996,1303,7357,2029,2798
"12724","AFUN020917",160,49,57,135,57,160,43,150,130,227
"12725","AFUN020918",92,24,22,58,48,64,21,98,123,108
"12726","AFUN020919",478,169,195,601,186,684,216,1165,464,601
"12727","AFUN020920",2,1,0,22,11,4,1,4,2,10
"12728","AFUN020921",248,137,145,2094,698,247,145,1267,918,679
"12729","AFUN020922",6,2,3,0,5,4,4,9,0,8
"12730","AFUN020923",3,6,4,1,1,1,1,0,0,1
"12731","AFUN020924",447,274,246,273,442,383,213,533,388,530
"12732","AFUN020925",70,53,61,50,81,97,47,115,84,128
"12733","AFUN020926",979,368,401,1293,368,985,352,1956,246,351
"12734","AFUN020927",63,25,28,82,23,61,35,114,47,52
"12735","AFUN020928",0,3,1,8,9,2,0,3,1,1
"12736","AFUN020929",1136,339,385,763,402,946,279,1124,1029,1106
"12737","AFUN020930",33,5,14,2,27,30,12,50,46,71
"12738","AFUN020931",114,46,21,99,23,152,31,150,115,222
"12739","AFUN020932",58,8,22,33,11,55,9,112,58,108
"12740","AFUN020933",6,1,1,2,1,2,1,0,0,0
"12741","AFUN020934",2,0,0,0,0,2,0,0,3,0
"12742","AFUN020935",1198,744,739,1394,770,1149,603,1674,1288,1238
"12743","AFUN020936",60,26,23,79,36,101,37,119,113,131
"12744","AFUN020937",184,66,70,74,76,195,63,177,262,310
"12745","AFUN020938",51,25,16,44,216,36,16,42,67,28
"12746","AFUN020939",324,178,181,176,140,430,285,636,550,531
"12747","AFUN020940",254,136,131,180,168,167,80,241,188,223
"12748","AFUN020941",306,258,215,175,252,390,201,452,374,664
"12749","AFUN020942",26,17,14,24,52,29,8,14,8,17
"12750","AFUN020943",9,1,1,4,0,4,1,5,0,9
"12751","AFUN020944",110,69,83,121,88,93,79,175,175,157
"12752","AFUN020945",140,78,100,98,167,102,79,154,165,139
"12753","AFUN020946",0,0,0,11,2,0,0,2,1,1
"12754","AFUN020947",685,409,450,1467,101,238,134,1508,318,61
"12755","AFUN020948",32,16,20,132,1,6,2,42,22,2
"12756","AFUN020949",6,0,3,4,11,4,1,0,1,0
"12757","AFUN020950",168,87,102,113,158,149,72,168,134,243
"12758","AFUN020951",149,72,105,145,155,72,46,145,78,92
"12759","AFUN020952",40,39,36,43,53,54,22,87,66,57
"12760","AFUN020953",1044,599,616,490,758,544,328,905,396,739
"12761","AFUN020954",538,165,190,271,173,450,144,575,604,684
"12762","AFUN020955",160,49,61,432,44,260,68,234,165,119
"12763","AFUN020956",1400,942,958,525,929,1162,584,1401,1218,1893
"12764","AFUN020957",640,304,344,304,305,554,218,371,412,464
"12765","AFUN020958",59,14,18,10,36,33,20,39,42,38
"12766","AFUN020959",122,70,71,102,92,127,60,171,85,181
"12767","AFUN020960",148,87,85,126,115,137,95,183,219,203
"12768","AFUN020961",208,140,116,195,94,194,102,300,209,212
"12769","AFUN020962",0,0,0,0,0,0,0,0,0,0
"12770","AFUN020963",0,0,0,0,0,0,0,0,0,0
"12771","AFUN020964",299,98,107,228,100,306,72,293,384,488
"12772","AFUN020965",4,6,3,4,3,2,1,12,4,0
"12773","AFUN020966",374,226,255,275,360,431,223,563,335,419
"12774","AFUN020967",221,162,169,72,73,228,102,326,266,349
"12775","AFUN020968",37,18,23,3,43,34,9,23,30,33
"12776","AFUN020969",6,2,1,2,15,6,2,14,0,6
"12777","AFUN020970",375,211,211,108,306,408,203,428,454,655
"12778","AFUN020971",56,25,41,31,30,59,24,54,76,94
"12779","AFUN020972",443,158,170,174,161,311,91,429,279,433
"12780","AFUN020973",276,99,115,200,144,274,102,408,393,641
"12781","AFUN020974",548,212,201,503,242,570,182,963,439,538
"12782","AFUN020975",21,13,11,21,12,19,9,43,21,145
"12783","AFUN020976",1489,849,935,2571,761,864,537,1516,607,714
"12784","AFUN020977",7,5,8,8,12,5,1,6,6,18
"12785","AFUN020978",333,214,219,280,319,309,187,393,258,351
"12786","AFUN020979",64,24,52,56,77,87,38,54,67,112
"12787","AFUN020980",440,262,311,353,418,392,241,491,585,627
"12788","AFUN020981",2,0,2,0,5,1,2,5,0,9
"12789","AFUN020982",1,0,0,0,0,1,0,0,0,2
"12790","AFUN020983",20,14,10,49,36,62,5,71,42,36
"12791","AFUN020984",39,16,15,50,24,48,22,102,86,268
"12792","AFUN020985",154,85,87,40,103,152,77,196,185,233
"12793","AFUN020986",973,643,658,486,545,838,495,1127,982,1672
"12794","AFUN020987",216,107,84,90,103,257,72,290,278,465
"12795","AFUN020988",44,5,19,23,18,51,14,25,44,84
"12796","AFUN020989",25,9,1,20,18,28,11,44,32,32
"12797","AFUN020990",478,161,168,432,293,518,122,766,420,557
"12798","AFUN020991",594,225,203,354,171,745,234,797,538,1168
"12799","AFUN020992",514,209,195,246,204,616,166,790,658,967
"12800","AFUN020993",143,74,88,50,109,171,87,163,197,319
"12801","AFUN020994",272,159,193,147,297,273,138,448,154,366
"12802","AFUN020995",242,157,162,105,191,308,156,357,246,445
"12803","AFUN020996",63,35,40,35,69,86,37,149,106,110
"12804","AFUN020997",14,6,3,2,15,4,3,25,13,19
"12805","AFUN020998",1065,278,342,2754,536,970,214,1669,528,563
"12806","AFUN020999",20663,7182,7629,15160,8902,13020,4271,20009,9708,8842
"12807","AFUN021000",0,0,2,0,0,2,0,0,2,9
"12808","AFUN021001",7,2,1,2,0,0,5,2,0,8
"12809","AFUN021002",294,95,116,198,135,256,95,386,261,334
"12810","AFUN021003",890,330,320,273,368,992,303,1181,890,1286
"12811","AFUN021004",132,39,40,99,30,140,53,166,181,184
"12812","AFUN021005",334,128,139,173,122,394,147,496,436,625
"12813","AFUN021006",8059,3224,3249,9164,2929,7308,2861,9042,4021,5244
"12814","AFUN021007",199,80,82,877,67,204,62,316,132,132
"12815","AFUN021008",135,39,72,229,48,140,41,190,129,152
"12816","AFUN021009",142,60,60,107,62,213,71,244,264,320
"12817","AFUN021010",84,49,60,26,66,103,64,122,116,151
"12818","AFUN021011",109,72,82,77,161,125,74,154,171,238
"12819","AFUN021012",263,73,109,156,144,299,83,402,217,416
"12820","AFUN021013",157,68,66,124,70,199,57,217,237,341
"12821","AFUN021014",114,32,25,120,90,68,27,128,56,39
"12822","AFUN021015",1163,403,370,771,878,754,284,750,547,1063
"12823","AFUN021016",0,3,0,4,1,1,1,1,0,0
"12824","AFUN021017",53,16,49,16,71,46,13,57,127,145
"12825","AFUN021018",161,51,73,113,49,214,84,350,215,286
"12826","AFUN021019",1656,623,585,855,421,1296,421,2049,1075,1534
"12827","AFUN021020",457,131,120,302,158,457,127,588,522,651
"12828","AFUN021021",137,41,45,60,56,114,28,154,135,211
"12829","AFUN021022",252,114,112,308,136,235,80,386,381,394
"12830","AFUN021023",251,100,74,158,73,202,70,390,120,158
"12831","AFUN021024",7,1,0,13,0,9,0,4,20,7
"12832","AFUN021025",94,51,43,60,71,121,31,81,128,183
"12833","AFUN021026",232,51,64,76,70,211,70,219,305,388
"12834","AFUN021027",144,45,51,78,81,115,53,174,234,246
"12835","AFUN021028",10,6,5,7,3,21,4,20,22,39
"12836","AFUN021029",240,80,74,173,58,278,78,347,199,294
"12837","AFUN021030",39,54,54,20,32,36,40,42,45,39
"12838","AFUN021031",84,85,81,62,91,67,86,142,109,116
"12839","AFUN021032",13,1,15,14,3,5,3,18,15,16
"12840","AFUN021033",5,1,2,4,6,1,2,6,7,20
"12841","AFUN021034",42,16,14,60,37,48,20,129,46,45
"12842","AFUN021035",160,59,67,215,88,278,55,599,257,331
"12843","AFUN021036",37,10,29,46,45,61,38,83,29,49
"12844","AFUN021037",353,126,135,392,153,608,180,962,463,397
"12845","AFUN021038",87,24,26,82,41,58,12,114,132,155
"12846","AFUN021039",258,195,153,169,217,294,152,351,252,328
"12847","AFUN021040",0,0,2,0,18,2,2,0,0,0
"12848","AFUN021041",199,144,127,184,34,289,194,255,313,583
"12849","AFUN021042",139,48,39,77,122,119,29,161,89,213
"12850","AFUN021043",1522,654,755,1347,833,1594,633,3122,1054,1092
"12851","AFUN021044",161,60,64,211,70,201,39,432,334,336
"12852","AFUN021045",217,88,115,167,92,258,91,367,254,347
"12853","AFUN021046",67,26,28,15,37,91,34,151,153,195
"12854","AFUN021047",82067,28976,30308,54300,45664,79251,25392,109198,58063,81744
"12855","AFUN021048",67,17,32,116,60,114,34,105,52,90
"12856","AFUN021049",64,17,21,110,123,28,13,75,73,74
"12857","AFUN021050",283,183,185,230,424,167,79,227,217,273
"12858","AFUN021051",61,16,24,18,59,23,11,41,29,77
"12859","AFUN021052",64,27,36,41,52,49,17,42,112,164
"12860","AFUN021053",3646,1348,1390,1741,1039,3698,1122,4476,2327,3064
"12861","AFUN021054",268,113,115,196,116,197,54,479,357,273
"12862","AFUN021055",35,14,14,7,15,66,40,26,52,53
"12863","AFUN021056",273,176,152,159,103,409,240,534,839,1054
"12864","AFUN021057",9452,3222,3248,5304,2090,7809,2457,14940,7506,9730
"12865","AFUN021058",197,120,151,64,135,269,102,369,241,449
"12866","AFUN021059",1486,552,623,526,557,1748,588,2239,1597,3065
"12867","AFUN021060",1698,573,577,593,559,1946,501,1974,1753,2595
"12868","AFUN021061",187,78,68,84,202,166,75,119,66,120
"12869","AFUN021062",580,232,241,252,511,501,212,495,307,412
"12870","AFUN021063",5,2,2,0,91,1,0,1,2,2
"12871","AFUN021064",4968,3145,3201,1887,1543,827,519,3216,360,194
"12872","AFUN021065",56,31,21,23,144,11,4,35,6,6
"12873","AFUN021066",274,168,158,276,216,87,62,239,27,47
"12874","AFUN021067",277,109,98,188,114,311,88,419,243,434
"12875","AFUN021068",133,36,53,346,58,138,31,240,201,182
"12876","AFUN021069",58,28,25,43,58,80,33,82,84,171
"12877","AFUN021070",2884,956,919,2042,1336,2274,685,2548,2302,3434
"12878","AFUN021071",391,110,133,306,309,248,79,399,557,663
"12879","AFUN021072",79,11,26,24,11,32,19,57,15,45
"12880","AFUN021073",34,27,23,51,21,41,36,105,14,11
"12881","AFUN021074",1756,648,659,799,479,1587,454,2163,1856,2425
"12882","AFUN021075",232,72,68,207,138,160,32,257,258,320
"12883","AFUN021076",132,62,82,89,146,87,48,193,59,78
"12884","AFUN021077",73,44,35,63,33,75,60,99,79,131
"12885","AFUN021078",0,0,0,1,0,0,0,0,0,4
"12886","AFUN021079",0,0,0,0,2,0,0,0,0,0
"12887","AFUN021080",0,2,0,0,3,0,0,1,0,0
"12888","AFUN021081",0,0,0,0,0,0,0,0,0,0
"12889","AFUN021082",0,0,0,0,3,0,0,0,0,0
"12890","AFUN021083",166,57,57,247,55,213,64,398,238,210
"12891","AFUN021084",81,22,27,103,42,58,19,161,178,146
"12892","AFUN021085",12,10,11,12,40,23,16,34,10,10
"12893","AFUN021086",120,49,64,98,75,124,32,160,122,211
"12894","AFUN021087",8,0,2,0,0,0,6,10,0,18
"12895","AFUN021088",35,22,13,60,142,30,14,14,6,36
"12896","AFUN021089",35,27,24,77,216,32,18,48,42,51
"12897","AFUN021090",275,200,172,94,186,382,251,521,367,614
"12898","AFUN021091",202,123,162,79,96,203,96,192,272,410
"12899","AFUN021092",1221,819,872,867,735,1610,944,2325,1024,1353
"12900","AFUN021093",163,104,117,48,142,156,115,207,188,238
"12901","AFUN021094",131,86,73,225,120,111,75,218,114,102
"12902","AFUN021095",2175,756,834,1079,981,2016,669,2639,1691,2979
"12903","AFUN021096",59,17,20,65,55,83,22,257,203,88
"12904","AFUN021097",230,93,93,66,27,169,43,284,202,314
"12905","AFUN021098",126,45,56,77,37,104,30,160,257,302
"12906","AFUN021099",425,139,165,200,134,274,99,339,413,910
"12907","AFUN021100",404,113,125,126,124,257,90,420,403,809
"12908","AFUN021101",611,180,229,618,172,642,184,845,567,699
"12909","AFUN021102",2379,800,801,1900,993,3127,872,4197,2498,2747
"12910","AFUN021103",163,70,95,93,143,165,103,182,164,251
"12911","AFUN021104",212,144,98,105,152,180,114,259,162,198
"12912","AFUN021105",347,218,200,421,579,639,293,720,260,364
"12913","AFUN021106",240,141,151,143,205,239,147,232,286,379
"12914","AFUN021107",50,22,26,29,75,44,15,57,25,33
"12915","AFUN021108",0,0,0,0,0,1,0,0,0,0
"12916","AFUN021109",14,1,5,3,3,16,11,18,4,26
"12917","AFUN021110",28,4,13,11,8,24,2,13,23,8
"12918","AFUN021111",17,5,6,7,13,24,10,17,25,22
"12919","AFUN021112",32,7,6,10,5,18,3,21,31,40
"12920","AFUN021113",747,447,480,508,593,640,355,984,662,796
"12921","AFUN021114",1093,722,840,708,443,481,325,543,608,520
"12922","AFUN021115",92,89,66,71,32,52,41,135,20,32
"12923","AFUN021116",2,1,0,6,4,4,4,24,6,2
"12924","AFUN021117",237,167,130,220,157,199,118,380,176,282
"12925","AFUN021118",43,13,20,49,15,56,15,98,60,92
"12926","AFUN021119",88,19,26,40,18,69,20,96,81,57
"12927","AFUN021120",11,12,10,20,1,10,3,18,8,19
"12928","AFUN021121",7,1,4,2,7,1,0,3,9,6
"12929","AFUN021122",1,1,1,0,1,0,0,0,2,2
"12930","AFUN021123",0,0,0,1,0,0,2,0,2,1
"12931","AFUN021124",0,0,0,0,0,0,1,0,0,2
"12932","AFUN021125",3,0,0,0,4,2,1,2,4,2
"12933","AFUN021126",1528,535,505,514,577,1449,412,1455,1294,1929
"12934","AFUN021127",949,278,268,337,282,869,297,991,658,1114
"12935","AFUN021128",2611,919,904,1422,877,2498,738,2712,1773,2826
"12936","AFUN021129",0,0,0,0,7,0,0,0,0,9
"12937","AFUN021130",0,1,0,9,22,2,1,3,2,5
"12938","AFUN021131",16746,11091,11818,10868,10647,15865,9252,19613,11309,14377
"12939","AFUN021132",12,3,3,0,1,7,2,4,15,26
"12940","AFUN021133",116,64,65,38,71,81,34,151,170,140
"12941","AFUN021134",85,69,65,137,100,45,21,58,67,26
"12942","AFUN021135",23,3,6,21,3,14,2,15,4,0
"12943","AFUN021136",14,3,5,2,12,8,1,6,13,18
"12944","AFUN021137",27,12,9,10,10,21,11,43,32,49
"12945","AFUN021138",520,375,369,716,745,784,469,654,374,420
"12946","AFUN021139",663,333,385,830,411,355,207,682,358,471
"12947","AFUN021140",360,251,206,760,150,216,146,751,122,80
"12948","AFUN021141",5104,1777,1813,1712,1080,7426,2251,9343,7040,11079
"12949","AFUN021142",236,104,116,78,56,257,104,349,263,303
"12950","AFUN021143",211,103,105,219,142,223,102,250,175,316
"12951","AFUN021144",889,295,324,617,212,935,329,1324,1201,1368
"12952","AFUN021145",3565,1304,1266,4386,775,1192,395,2437,809,1099
"12953","AFUN021146",159,65,80,144,95,193,70,264,168,357
"12954","AFUN021147",82,17,25,75,46,78,24,86,84,51
"12955","AFUN021148",64,57,50,100,151,95,48,237,50,110
"12956","AFUN021149",62,24,55,50,84,38,18,99,28,54
"12957","AFUN021150",152,66,59,19,70,121,64,174,142,262
"12958","AFUN021151",1773,665,580,838,609,1883,536,1928,1535,2271
"12959","AFUN021152",390,148,181,290,221,447,172,694,435,512
"12960","AFUN021153",5,8,4,5,49,6,1,6,9,11
"12961","AFUN021154",8,2,2,13,25,11,4,3,1,30
"12962","AFUN021155",158,84,79,48,86,144,69,194,111,236
"12963","AFUN021156",139,67,74,66,76,123,59,169,144,192
"12964","AFUN021157",67,27,40,41,76,42,30,85,93,70
"12965","AFUN021158",2,1,0,1,7,2,2,2,0,0
"12966","AFUN021159",90,31,37,90,18,103,28,221,91,87
"12967","AFUN021160",26,10,8,85,51,24,10,59,30,22
"12968","AFUN021161",148,60,65,48,48,85,36,164,40,45
"12969","AFUN021162",6,2,1,5,0,8,1,10,19,13
"12970","AFUN021163",4,1,10,9,0,3,2,9,2,16
"12971","AFUN021164",5,2,1,0,0,3,0,8,1,3
"12972","AFUN021165",0,1,1,4,2,2,1,0,0,0
"12973","AFUN021166",8,1,0,4,7,4,2,0,0,0
"12974","AFUN021167",7,1,0,6,11,11,3,19,15,16
"12975","AFUN021168",3,1,2,6,12,0,4,0,0,2
"12976","AFUN021169",256,77,93,200,76,221,64,479,104,92
"12977","AFUN021170",25,9,14,12,18,31,15,46,27,29
"12978","AFUN021171",438,343,350,100,396,511,312,453,377,834
"12979","AFUN021172",978,651,646,495,740,649,324,866,690,936
"12980","AFUN021173",233,77,109,119,104,132,44,234,86,135
"12981","AFUN021174",1372,759,810,1448,666,746,459,1377,754,790
"12982","AFUN021175",2082,681,833,1597,900,1424,441,2422,1029,1304
"12983","AFUN021176",3598,1307,1403,3382,2147,1735,547,2530,787,1547
"12984","AFUN021177",31,15,13,67,40,61,12,60,64,91
"12985","AFUN021178",343,131,110,276,117,493,148,623,394,707
